"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL__RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"520206","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520207","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521300","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521302","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521303","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521304","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521305","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521308","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521309","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521310","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521311","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521312","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520002","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"19","Not Available","Not Available","Not Available","2585","0.27","0.00","0.76","344","10.63","3.50","17.76","612","5.61","0.00","12.00","96","1.98","0.00","4.12","2710","3.90","1.98","5.82","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","62","2.65","1.14","4.16","Not Available","Not Available","Not Available","Not Available"
"520004","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"67","110.16","62.26","158.06","4268","0.31","0.00","0.74","667","8.83","3.09","14.57","1365","4.95","0.17","9.73","161","2.97","0.87","5.07","4392","2.40","0.95","3.85","Not Available","Not Available","Not Available","Not Available","6","Not Available","Not Available","Not Available","104","2.89","1.24","4.54","Not Available","Not Available","Not Available","Not Available"
"520008","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"143","108.47","70.58","146.36","10558","0.44","0.13","0.75","1438","8.42","4.44","12.40","3451","6.17","3.17","9.17","339","1.71","0.00","3.69","11197","2.29","1.33","3.25","Not Available","Not Available","Not Available","Not Available","41","4.25","1.94","6.56","213","2.49","1.02","3.96","Not Available","Not Available","Not Available","Not Available"
"520009","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"57","112.81","67.67","157.95","2379","0.49","0.02","0.96","258","11.77","4.26","19.28","760","9.96","4.14","15.78","89","2.54","0.40","4.68","2616","2.61","0.89","4.33","Not Available","Not Available","Not Available","Not Available","6","Not Available","Not Available","Not Available","45","3.76","2.02","5.50","Not Available","Not Available","Not Available","Not Available"
"520011","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"15","Not Available","Not Available","Not Available","1744","0.31","0.00","0.84","304","10.57","2.91","18.23","523","5.03","0.00","11.73","48","2.08","0.00","4.26","1786","1.35","0.00","3.56","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","103","3.11","1.48","4.74","Not Available","Not Available","Not Available","Not Available"
"520013","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"81","115.98","77.03","154.93","5070","0.44","0.05","0.83","764","5.58","0.76","10.40","1723","5.79","1.85","9.73","299","2.63","0.65","4.61","5230","2.89","1.64","4.14","Not Available","Not Available","Not Available","Not Available","10","Not Available","Not Available","Not Available","85","3.56","1.99","5.13","Not Available","Not Available","Not Available","Not Available"
"520017","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"6","Not Available","Not Available","Not Available","1223","0.33","0.00","0.88","170","7.77","0.00","15.73","243","2.56","0.00","11.26","40","2.08","0.00","4.28","1250","1.59","0.00","3.98","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","31","2.78","1.00","4.56","Not Available","Not Available","Not Available","Not Available"
"520019","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"14","Not Available","Not Available","Not Available","2298","0.41","0.00","0.90","384","6.98","0.20","13.76","654","2.38","0.00","8.69","111","1.98","0.00","4.12","2398","0.65","0.00","2.51","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","76","2.61","0.87","4.35","Not Available","Not Available","Not Available","Not Available"
"520021","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"61","114.56","65.44","163.68","7504","0.30","0.00","0.67","841","7.67","2.57","12.77","2018","6.69","2.59","10.79","244","2.80","0.76","4.84","7847","2.14","0.98","3.30","Not Available","Not Available","Not Available","Not Available","36","3.93","1.32","6.54","152","3.81","2.24","5.38","Not Available","Not Available","Not Available","Not Available"
"520027","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"62","87.67","41.47","133.87","5660","0.36","0.00","0.77","492","7.63","1.59","13.67","1377","6.77","2.16","11.38","216","2.35","0.29","4.41","5985","2.43","1.12","3.74","Not Available","Not Available","Not Available","Not Available","6","Not Available","Not Available","Not Available","162","2.21","0.80","3.62","Not Available","Not Available","Not Available","Not Available"
"520028","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"25","114.49","61.77","167.21","2314","0.24","0.00","0.71","310","12.41","5.65","19.17","563","3.52","0.00","9.93","121","1.92","0.00","4.02","2451","3.09","1.31","4.87","Not Available","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","58","2.70","1.03","4.37","Not Available","Not Available","Not Available","Not Available"
"520030","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"124","73.01","32.99","113.03","7258","0.27","0.00","0.62","1174","11.22","7.16","15.28","2870","4.19","0.96","7.42","339","1.68","0.00","3.64","7694","2.92","1.90","3.94","Not Available","Not Available","Not Available","Not Available","46","3.86","1.43","6.29","133","2.69","1.20","4.18","Not Available","Not Available","Not Available","Not Available"
"520033","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","1598","0.29","0.00","0.80","377","6.01","0.00","13.03","557","4.00","0.00","10.84","73","2.03","0.00","4.19","1621","1.99","0.00","4.09","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","47","2.78","1.11","4.45","Not Available","Not Available","Not Available","Not Available"
"520034","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","1721","0.44","0.00","0.95","192","6.21","0.00","14.36","380","3.56","0.00","11.28","52","2.63","0.45","4.81","1784","2.25","0.02","4.48","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","47","2.84","1.13","4.55","Not Available","Not Available","Not Available","Not Available"
"520035","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"25","106.19","53.84","158.54","2602","0.37","0.00","0.84","504","7.32","1.42","13.22","831","4.12","0.00","9.59","131","1.89","0.00","3.97","2662","1.59","0.00","3.31","Not Available","Not Available","Not Available","Not Available","10","Not Available","Not Available","Not Available","78","2.58","0.95","4.21","Not Available","Not Available","Not Available","Not Available"
"520037","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"132","132.67","94.67","170.67","8964","0.13","0.00","0.46","1484","4.20","0.63","7.77","3283","7.97","4.93","11.01","480","2.87","0.97","4.77","9435","4.16","3.22","5.10","Not Available","Not Available","Not Available","Not Available","28","3.79","1.44","6.14","111","3.50","1.89","5.11","Not Available","Not Available","Not Available","Not Available"
"520038","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"8","Not Available","Not Available","Not Available","1529","0.47","0.00","1.00","189","10.87","2.38","19.36","308","2.28","0.00","10.49","38","2.10","0.00","4.30","1579","2.02","0.00","4.39","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","42","2.94","1.20","4.68","Not Available","Not Available","Not Available","Not Available"
"520041","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","1409","0.33","0.00","0.88","62","8.25","0.00","17.66","184","3.03","0.00","12.50","34","2.11","0.00","4.31","1468","4.24","1.79","6.69","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","46","2.55","0.84","4.26","Not Available","Not Available","Not Available","Not Available"
"520044","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"30","115.68","62.52","168.84","2077","0.27","0.00","0.76","308","12.58","5.72","19.44","622","3.23","0.00","9.36","102","1.97","0.00","4.09","2120","1.96","0.04","3.88","Not Available","Not Available","Not Available","Not Available","5","Not Available","Not Available","Not Available","76","2.89","1.24","4.54","Not Available","Not Available","Not Available","Not Available"
"520045","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"36","120.32","71.57","169.07","3121","0.34","0.00","0.79","753","4.67","0.00","9.77","1175","8.57","3.79","13.35","140","2.48","0.36","4.60","2989","2.26","0.57","3.95","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","63","2.71","1.14","4.28","Not Available","Not Available","Not Available","Not Available"
"520048","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"29","118.78","65.10","172.46","2635","0.50","0.03","0.97","618","7.35","0.96","13.74","989","4.02","0.00","9.41","69","2.02","0.00","4.18","2684","1.34","0.00","3.26","Not Available","Not Available","Not Available","Not Available","6","Not Available","Not Available","Not Available","58","2.67","1.00","4.34","Not Available","Not Available","Not Available","Not Available"
"520049","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"87","105.06","63.35","146.77","3998","0.46","0.05","0.87","1240","8.08","3.67","12.49","2316","2.24","0.00","5.94","275","2.74","0.72","4.76","4360","1.86","0.63","3.09","Not Available","Not Available","Not Available","Not Available","21","Not Available","Not Available","Not Available","86","2.79","1.08","4.50","Not Available","Not Available","Not Available","Not Available"
"520051","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"79","112.09","67.56","156.62","7091","1.06","0.69","1.43","1027","5.26","0.24","10.28","2179","5.43","1.75","9.11","328","2.24","0.24","4.24","7426","2.81","1.63","3.99","Not Available","Not Available","Not Available","Not Available","9","Not Available","Not Available","Not Available","133","2.59","1.10","4.08","Not Available","Not Available","Not Available","Not Available"
"520057","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1227","0.33","0.00","0.88","128","7.05","0.00","15.73","227","4.81","0.00","13.79","25","2.11","0.00","4.31","1269","3.36","0.85","5.87","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","38","3.08","1.30","4.86","Not Available","Not Available","Not Available","Not Available"
"520059","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"39","96.60","44.27","148.93","2285","0.26","0.00","0.73","394","8.37","2.06","14.68","685","2.21","0.00","8.29","116","1.96","0.00","4.08","2363","0.59","0.00","2.35","Not Available","Not Available","Not Available","Not Available","19","Not Available","Not Available","Not Available","71","2.82","1.11","4.53","Not Available","Not Available","Not Available","Not Available"
"520062","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"28","133.85","80.05","187.65","2579","0.26","0.00","0.75","366","7.93","0.68","15.18","694","7.61","1.28","13.94","96","2.56","0.40","4.72","2686","2.37","0.55","4.19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","59","3.10","1.39","4.81","Not Available","Not Available","Not Available","Not Available"
"520063","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"17","Not Available","Not Available","Not Available","2206","0.43","0.00","0.94","183","8.84","0.33","17.35","421","3.42","0.00","10.99","68","2.05","0.00","4.23","2322","1.56","0.00","3.64","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","69","2.77","1.06","4.48","Not Available","Not Available","Not Available","Not Available"
"520066","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"80","131.34","86.93","175.75","5718","0.18","0.00","0.57","718","11.04","5.67","16.41","1520","4.29","0.00","8.74","243","2.26","0.24","4.28","6067","2.78","1.45","4.11","Not Available","Not Available","Not Available","Not Available","15","Not Available","Not Available","Not Available","113","3.03","1.40","4.66","Not Available","Not Available","Not Available","Not Available"
"520070","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"114","98.42","60.26","136.58","5749","0.65","0.28","1.02","147","6.87","0.00","14.34","2087","3.63","0.00","7.30","254","1.76","0.00","3.78","6216","3.89","2.71","5.07","Not Available","Not Available","Not Available","Not Available","23","Not Available","Not Available","Not Available","157","3.57","1.98","5.16","Not Available","Not Available","Not Available","Not Available"
"520071","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"17","Not Available","Not Available","Not Available","1996","0.29","0.00","0.80","268","5.22","0.00","12.71","505","7.94","0.98","14.90","101","2.00","0.00","4.14","2056","1.80","0.00","3.80","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","73","3.29","1.60","4.98","Not Available","Not Available","Not Available","Not Available"
