"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST"
"010129","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","972","0.30","0.00","0.72","124","3.49","0.00","8.25","42","0.81","0.00","2.98","1026","2.01","0.03","4.00","Not Available","0.59","0.18","1.01"
"010130","Not Available","7","No Different than U.S. National Rate",,"Number of Cases Too Small","1","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","988","0.29","0.00","0.72","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1008","1.68","0.00","3.98","Not Available","0.58","0.11","1.04"
"010131","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"86","128.60","86.72","170.48","7874","0.21","0.00","0.52","2570","3.91","1.44","6.37","244","0.45","0.00","2.06","7555","3.03","1.96","4.10","Not Available","0.77","0.55","0.99"
"010138","Not Available","7","No Different than U.S. National Rate",,"Not Available","7","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","515","0.31","0.00","0.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","518","1.78","0.00","4.14","Not Available","0.60","0.11","1.08"
"010139","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"181","131.34","98.60","164.09","11141","0.34","0.08","0.61","4115","6.34","4.42","8.25","566","0.85","0.00","2.28","11131","2.05","1.21","2.89","Not Available","0.77","0.59","0.95"
"010144","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"77","110.76","68.48","153.05","4829","0.51","0.18","0.83","1475","5.90","3.34","8.46","180","0.56","0.00","2.37","5151","3.25","2.01","4.49","Not Available","0.93","0.68","1.18"
"010146","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"9","Not Available","Not Available","Not Available","1342","0.28","0.00","0.69","61","3.82","0.00","8.80","12","Not Available","Not Available","Not Available","1389","1.46","0.00","3.61","Not Available","0.52","0.09","0.96"
"010148","Not Available","7","No Different than U.S. National Rate",,"Number of Cases Too Small","1","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1985","0.29","0.00","0.71","20","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","2025","1.55","0.00","3.76","Not Available","0.55","0.10","1.01"
"010149","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"26","106.47","60.90","152.05","4596","0.27","0.00","0.62","688","1.84","0.00","5.30","167","1.30","0.00","3.08","4753","2.13","0.84","3.43","Not Available","0.53","0.26","0.81"
"010150","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"8","Not Available","Not Available","Not Available","1332","0.29","0.00","0.71","179","3.35","0.00","8.02","26","0.85","0.00","3.07","1361","3.11","1.00","5.22","Not Available","0.75","0.33","1.18"
"010157","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"27","120.32","72.20","168.44","1617","0.28","0.00","0.69","358","5.35","1.25","9.45","88","0.68","0.00","2.67","1689","2.07","0.35","3.78","Not Available","0.68","0.32","1.04"
"010158","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"33","125.27","75.55","174.98","2631","0.26","0.00","0.66","477","4.54","0.37","8.70","103","0.73","0.00","2.78","2732","3.72","2.01","5.43","Not Available","0.88","0.52","1.24"
"010164","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"19","Not Available","Not Available","Not Available","3054","0.34","0.00","0.73","343","4.05","0.00","8.47","114","0.69","0.00","2.68","3140","1.75","0.05","3.46","Not Available","0.58","0.22","0.94"
"010168","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"39","106.59","55.33","157.85","2433","0.27","0.00","0.68","2042","4.20","1.53","6.87","15","Not Available","Not Available","Not Available","2178","1.51","0.00","3.43","Not Available","0.59","0.23","0.96"
"010169","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","1455","0.28","0.00","0.70","73","3.72","0.00","8.64","19","Not Available","Not Available","Not Available","1524","1.71","0.00","3.74","Not Available","0.56","0.14","0.98"
"011300","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"011302","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"011304","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"013301","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"020001","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"143","85.20","52.22","118.18","7890","0.31","0.06","0.57","3151","4.34","2.30","6.38","290","0.44","0.00","2.03","8259","2.45","1.52","3.39","Not Available","0.73","0.54","0.92"
"020006","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"27","114.19","65.98","162.40","2663","0.32","0.00","0.70","658","2.66","0.00","6.23","172","0.55","0.00","2.32","2819","3.32","1.87","4.78","Not Available","0.76","0.45","1.07"
"020008","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"6","Not Available","Not Available","Not Available","1062","0.29","0.00","0.71","212","4.18","0.00","8.66","30","0.84","0.00","3.04","1091","1.36","0.00","3.43","Not Available","0.53","0.11","0.94"
"020012","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"38","157.73","110.76","204.69","2492","0.47","0.10","0.83","693","3.30","0.44","6.17","141","0.58","0.00","2.40","2613","2.66","1.22","4.11","Not Available","0.73","0.44","1.02"
"020017","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"90","106.23","65.88","146.58","3035","0.20","0.00","0.56","1914","4.59","2.24","6.94","196","0.52","0.00","2.26","3067","1.70","0.44","2.95","Not Available","0.57","0.32","0.83"
"020018","Not Available","7","No Different than U.S. National Rate",,"Number of Cases Too Small","1","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","522","0.30","0.00","0.72","3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","536","1.73","0.00","4.06","Not Available","0.58","0.10","1.06"
"020024","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1450","0.28","0.00","0.69","389","3.59","0.00","7.74","70","1.74","0.00","3.80","1495","1.66","0.00","3.47","Not Available","0.56","0.19","0.94"
"020026","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"60","111.36","67.08","155.64","2936","0.21","0.00","0.57","904","3.19","0.02","6.36","171","0.57","0.00","2.39","2992","3.26","1.86","4.66","Not Available","0.73","0.44","1.02"
"020027","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","499","0.30","0.00","0.73","58","3.82","0.00","8.80","27","0.83","0.00","3.03","519","2.00","0.00","4.19","Not Available","0.61","0.16","1.05"
