"Provider ID","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"050674","SPP_1","0.84",,"01/01/2012","12/31/2012"
"050677","SPP_1","0.82",,"01/01/2012","12/31/2012"
"050678","SPP_1","1.02",,"01/01/2012","12/31/2012"
"050684","SPP_1","0.98",,"01/01/2012","12/31/2012"
"050686","SPP_1","0.81",,"01/01/2012","12/31/2012"
"050688","SPP_1","0.98",,"01/01/2012","12/31/2012"
"050689","SPP_1","1.01",,"01/01/2012","12/31/2012"
"050690","SPP_1","0.86",,"01/01/2012","12/31/2012"
"050696","SPP_1","0.99",,"01/01/2012","12/31/2012"
"050697","SPP_1","0.78",,"01/01/2012","12/31/2012"
"050701","SPP_1","0.99",,"01/01/2012","12/31/2012"
"050704","SPP_1","1.14",,"01/01/2012","12/31/2012"
"050708","SPP_1","0.86",,"01/01/2012","12/31/2012"
"050709","SPP_1","0.89",,"01/01/2012","12/31/2012"
"050710","SPP_1","0.71",,"01/01/2012","12/31/2012"
"050714","SPP_1","0.91",,"01/01/2012","12/31/2012"
"050717","SPP_1","1.22",,"01/01/2012","12/31/2012"
"050723","SPP_1","0.78",,"01/01/2012","12/31/2012"
"050724","SPP_1","0.95",,"01/01/2012","12/31/2012"
"050726","SPP_1","0.93",,"01/01/2012","12/31/2012"
"050727","SPP_1","1.16",,"01/01/2012","12/31/2012"
"050732","SPP_1","0.99",,"01/01/2012","12/31/2012"
"050735","SPP_1","1.30",,"01/01/2012","12/31/2012"
"050736","SPP_1","0.96",,"01/01/2012","12/31/2012"
"050737","SPP_1","1.10",,"01/01/2012","12/31/2012"
"050738","SPP_1","1.23",,"01/01/2012","12/31/2012"
"050739","SPP_1","1.01",,"01/01/2012","12/31/2012"
"050740","SPP_1","1.01",,"01/01/2012","12/31/2012"
"050742","SPP_1","1.12",,"01/01/2012","12/31/2012"
"050744","SPP_1","1.15",,"01/01/2012","12/31/2012"
"050745","SPP_1","1.09",,"01/01/2012","12/31/2012"
"050746","SPP_1","1.08",,"01/01/2012","12/31/2012"
"050747","SPP_1","1.28",,"01/01/2012","12/31/2012"
"050748","SPP_1","0.78",,"01/01/2012","12/31/2012"
"050751","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"050754","SPP_1","0.87",,"01/01/2012","12/31/2012"
"050755","SPP_1","1.08",,"01/01/2012","12/31/2012"
"050757","SPP_1","1.07",,"01/01/2012","12/31/2012"
"050758","SPP_1","1.09",,"01/01/2012","12/31/2012"
"050760","SPP_1","0.74",,"01/01/2012","12/31/2012"
"050761","SPP_1","1.02",,"01/01/2012","12/31/2012"
"050763","SPP_1","1.33",,"01/01/2012","12/31/2012"
"050764","SPP_1","0.92",,"01/01/2012","12/31/2012"
"050765","SPP_1","0.99",,"01/01/2012","12/31/2012"
"050766","SPP_1","0.92",,"01/01/2012","12/31/2012"
"050767","SPP_1","0.74",,"01/01/2012","12/31/2012"
"050769","SPP_1","0.96",,"01/01/2012","12/31/2012"
"050770","SPP_1","0.95",,"01/01/2012","12/31/2012"
"050771","SPP_1","1.19",,"01/01/2012","12/31/2012"
"050772","SPP_1","0.88",,"01/01/2012","12/31/2012"
"050773","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"060001","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060003","SPP_1","0.97",,"01/01/2012","12/31/2012"
"060004","SPP_1","0.98",,"01/01/2012","12/31/2012"
"060006","SPP_1","0.90",,"01/01/2012","12/31/2012"
"060008","SPP_1","1.04",,"01/01/2012","12/31/2012"
"060009","SPP_1","1.00",,"01/01/2012","12/31/2012"
"060010","SPP_1","0.95",,"01/01/2012","12/31/2012"
"060011","SPP_1","0.94",,"01/01/2012","12/31/2012"
"060012","SPP_1","1.00",,"01/01/2012","12/31/2012"
"060013","SPP_1","0.97",,"01/01/2012","12/31/2012"
"060014","SPP_1","1.03",,"01/01/2012","12/31/2012"
"060015","SPP_1","1.02",,"01/01/2012","12/31/2012"
"060016","SPP_1","0.91",,"01/01/2012","12/31/2012"
"060020","SPP_1","0.94",,"01/01/2012","12/31/2012"
"060022","SPP_1","1.02",,"01/01/2012","12/31/2012"
"060023","SPP_1","0.95",,"01/01/2012","12/31/2012"
"060024","SPP_1","0.95",,"01/01/2012","12/31/2012"
"060027","SPP_1","0.98",,"01/01/2012","12/31/2012"
"060028","SPP_1","0.97",,"01/01/2012","12/31/2012"
"060030","SPP_1","0.93",,"01/01/2012","12/31/2012"
"060031","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060032","SPP_1","0.97",,"01/01/2012","12/31/2012"
"060034","SPP_1","1.01",,"01/01/2012","12/31/2012"
"060036","SPP_1","0.89",,"01/01/2012","12/31/2012"
"060043","SPP_1","0.67",,"01/01/2012","12/31/2012"
"060044","SPP_1","0.94",,"01/01/2012","12/31/2012"
"060049","SPP_1","0.90",,"01/01/2012","12/31/2012"
"060054","SPP_1","0.95",,"01/01/2012","12/31/2012"
"060064","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060065","SPP_1","1.03",,"01/01/2012","12/31/2012"
"060071","SPP_1","0.91",,"01/01/2012","12/31/2012"
"060075","SPP_1","0.93",,"01/01/2012","12/31/2012"
"060076","SPP_1","0.92",,"01/01/2012","12/31/2012"
"060096","SPP_1","0.96",,"01/01/2012","12/31/2012"
"060100","SPP_1","1.04",,"01/01/2012","12/31/2012"
"060103","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060104","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060107","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"060112","SPP_1","0.99",,"01/01/2012","12/31/2012"
"060113","SPP_1","1.01",,"01/01/2012","12/31/2012"
"060114","SPP_1","0.96",,"01/01/2012","12/31/2012"
"060116","SPP_1","1.00",,"01/01/2012","12/31/2012"
"060117","SPP_1","0.89",,"01/01/2012","12/31/2012"
"060118","SPP_1","0.84",,"01/01/2012","12/31/2012"
"060119","SPP_1","1.02",,"01/01/2012","12/31/2012"
"060124","SPP_1","0.90",,"01/01/2012","12/31/2012"
"070002","SPP_1","1.04",,"01/01/2012","12/31/2012"
"070003","SPP_1","1.04",,"01/01/2012","12/31/2012"
"070004","SPP_1","0.93",,"01/01/2012","12/31/2012"
"070005","SPP_1","1.00",,"01/01/2012","12/31/2012"
"070006","SPP_1","1.05",,"01/01/2012","12/31/2012"
"070007","SPP_1","1.02",,"01/01/2012","12/31/2012"
"070008","SPP_1","1.06",,"01/01/2012","12/31/2012"
"070010","SPP_1","1.05",,"01/01/2012","12/31/2012"
"070011","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070012","SPP_1","1.07",,"01/01/2012","12/31/2012"
"070015","SPP_1","1.08",,"01/01/2012","12/31/2012"
"070016","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070017","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070018","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070019","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070020","SPP_1","0.98",,"01/01/2012","12/31/2012"
"070021","SPP_1","0.96",,"01/01/2012","12/31/2012"
"070022","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070024","SPP_1","1.04",,"01/01/2012","12/31/2012"
"070025","SPP_1","0.99",,"01/01/2012","12/31/2012"
"070027","SPP_1","1.07",,"01/01/2012","12/31/2012"
"070028","SPP_1","1.06",,"01/01/2012","12/31/2012"
"070029","SPP_1","1.07",,"01/01/2012","12/31/2012"
"070031","SPP_1","1.01",,"01/01/2012","12/31/2012"
"070033","SPP_1","1.03",,"01/01/2012","12/31/2012"
"070034","SPP_1","0.99",,"01/01/2012","12/31/2012"
"070035","SPP_1","0.98",,"01/01/2012","12/31/2012"
"070036","SPP_1","1.00",,"01/01/2012","12/31/2012"
"070039","SPP_1","1.07",,"01/01/2012","12/31/2012"
"070040","SPP_1","0.85",,"01/01/2012","12/31/2012"
"080001","SPP_1","1.00",,"01/01/2012","12/31/2012"
"080003","SPP_1","1.02",,"01/01/2012","12/31/2012"
"080004","SPP_1","1.03",,"01/01/2012","12/31/2012"
"080006","SPP_1","0.99",,"01/01/2012","12/31/2012"
"080007","SPP_1","0.99",,"01/01/2012","12/31/2012"
"080009","SPP_1","0.97",,"01/01/2012","12/31/2012"
"090001","SPP_1","0.99",,"01/01/2012","12/31/2012"
"090003","SPP_1","0.90",,"01/01/2012","12/31/2012"
"090004","SPP_1","1.03",,"01/01/2012","12/31/2012"
"090005","SPP_1","0.97",,"01/01/2012","12/31/2012"
"090006","SPP_1","0.99",,"01/01/2012","12/31/2012"
"090008","SPP_1","1.05",,"01/01/2012","12/31/2012"
"090011","SPP_1","0.99",,"01/01/2012","12/31/2012"
"100001","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100002","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100006","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100007","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100008","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100009","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100012","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100014","SPP_1","0.97",,"01/01/2012","12/31/2012"
"100017","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100018","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100019","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100022","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100023","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100025","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100026","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100028","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100029","SPP_1","1.14",,"01/01/2012","12/31/2012"
"100030","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100032","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100034","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100035","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100038","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100039","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100040","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100043","SPP_1","1.14",,"01/01/2012","12/31/2012"
"100044","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100045","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100046","SPP_1","0.96",,"01/01/2012","12/31/2012"
"100047","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100048","SPP_1","0.86",,"01/01/2012","12/31/2012"
"100049","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100050","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100051","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100052","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100053","SPP_1","1.13",,"01/01/2012","12/31/2012"
"100054","SPP_1","0.95",,"01/01/2012","12/31/2012"
"100055","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100057","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100062","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100063","SPP_1","1.12",,"01/01/2012","12/31/2012"
"100067","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100068","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100069","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100070","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100071","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100072","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100073","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100075","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100076","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100077","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100080","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100081","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100084","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100086","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100087","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100088","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100090","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100092","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100093","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100099","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100102","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100105","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100106","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100107","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100109","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100110","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100113","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100117","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100118","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100121","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100122","SPP_1","0.99",,"01/01/2012","12/31/2012"
"100124","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100125","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100126","SPP_1","1.14",,"01/01/2012","12/31/2012"
"100127","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100128","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100130","SPP_1","0.96",,"01/01/2012","12/31/2012"
"100131","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100132","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100135","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100137","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100140","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100142","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100150","SPP_1","0.93",,"01/01/2012","12/31/2012"
"100151","SPP_1","0.98",,"01/01/2012","12/31/2012"
"100154","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100156","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100157","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100161","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100166","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100167","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100168","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100173","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100175","SPP_1","0.95",,"01/01/2012","12/31/2012"
"100176","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100177","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100179","SPP_1","1.13",,"01/01/2012","12/31/2012"
"100180","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100181","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100183","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100187","SPP_1","1.13",,"01/01/2012","12/31/2012"
"100189","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100191","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100200","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100204","SPP_1","0.99",,"01/01/2012","12/31/2012"
"100206","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100209","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100211","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100212","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100213","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100217","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100220","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100223","SPP_1","0.98",,"01/01/2012","12/31/2012"
"100224","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100226","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100228","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100230","SPP_1","0.97",,"01/01/2012","12/31/2012"
"100231","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100232","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100234","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100236","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100238","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100239","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100240","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"100242","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100243","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100244","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100246","SPP_1","1.06",,"01/01/2012","12/31/2012"
"100248","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100249","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100252","SPP_1","0.96",,"01/01/2012","12/31/2012"
"100253","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100254","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100255","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100256","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100258","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100259","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100260","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100264","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100265","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100266","SPP_1","0.97",,"01/01/2012","12/31/2012"
"100267","SPP_1","0.96",,"01/01/2012","12/31/2012"
"100268","SPP_1","1.12",,"01/01/2012","12/31/2012"
"100269","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100275","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100276","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100277","SPP_1","0.90",,"01/01/2012","12/31/2012"
"100281","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100284","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100285","SPP_1","1.02",,"01/01/2012","12/31/2012"
"100286","SPP_1","1.00",,"01/01/2012","12/31/2012"
"100287","SPP_1","1.07",,"01/01/2012","12/31/2012"
"100288","SPP_1","1.08",,"01/01/2012","12/31/2012"
"100289","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100290","SPP_1","1.01",,"01/01/2012","12/31/2012"
"100291","SPP_1","1.15",,"01/01/2012","12/31/2012"
"100292","SPP_1","0.99",,"01/01/2012","12/31/2012"
"100296","SPP_1","1.05",,"01/01/2012","12/31/2012"
"100299","SPP_1","1.11",,"01/01/2012","12/31/2012"
"100302","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100307","SPP_1","1.03",,"01/01/2012","12/31/2012"
"100313","SPP_1","0.99",,"01/01/2012","12/31/2012"
"100314","SPP_1","1.10",,"01/01/2012","12/31/2012"
"100315","SPP_1","1.04",,"01/01/2012","12/31/2012"
"100316","SPP_1","1.09",,"01/01/2012","12/31/2012"
"100319","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110001","SPP_1","0.91",,"01/01/2012","12/31/2012"
"110002","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110003","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110004","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110005","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110006","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110007","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110008","SPP_1","1.04",,"01/01/2012","12/31/2012"
"110010","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110011","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110015","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110016","SPP_1","0.93",,"01/01/2012","12/31/2012"
"110018","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110023","SPP_1","0.92",,"01/01/2012","12/31/2012"
"110024","SPP_1","1.05",,"01/01/2012","12/31/2012"
"110025","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110026","SPP_1","0.84",,"01/01/2012","12/31/2012"
"110027","SPP_1","0.92",,"01/01/2012","12/31/2012"
"110028","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110029","SPP_1","0.91",,"01/01/2012","12/31/2012"
"110030","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110031","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110032","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110034","SPP_1","1.00",,"01/01/2012","12/31/2012"
"110035","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110036","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110038","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110039","SPP_1","1.01",,"01/01/2012","12/31/2012"
"110040","SPP_1","0.89",,"01/01/2012","12/31/2012"
"110041","SPP_1","0.89",,"01/01/2012","12/31/2012"
"110042","SPP_1","0.86",,"01/01/2012","12/31/2012"
"110043","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110044","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110045","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110046","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110050","SPP_1","0.79",,"01/01/2012","12/31/2012"
"110051","SPP_1","0.82",,"01/01/2012","12/31/2012"
"110054","SPP_1","1.00",,"01/01/2012","12/31/2012"
"110064","SPP_1","1.04",,"01/01/2012","12/31/2012"
"110069","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110071","SPP_1","0.83",,"01/01/2012","12/31/2012"
"110073","SPP_1","0.87",,"01/01/2012","12/31/2012"
"110074","SPP_1","0.92",,"01/01/2012","12/31/2012"
"110075","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110076","SPP_1","1.02",,"01/01/2012","12/31/2012"
"110078","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110079","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110082","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110083","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110086","SPP_1","0.87",,"01/01/2012","12/31/2012"
"110087","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110089","SPP_1","0.88",,"01/01/2012","12/31/2012"
"110091","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110092","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110095","SPP_1","0.87",,"01/01/2012","12/31/2012"
"110100","SPP_1","0.83",,"01/01/2012","12/31/2012"
"110101","SPP_1","0.87",,"01/01/2012","12/31/2012"
"110104","SPP_1","0.87",,"01/01/2012","12/31/2012"
"110105","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110107","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110109","SPP_1","0.92",,"01/01/2012","12/31/2012"
"110111","SPP_1","1.04",,"01/01/2012","12/31/2012"
"110113","SPP_1","0.84",,"01/01/2012","12/31/2012"
"110115","SPP_1","1.05",,"01/01/2012","12/31/2012"
"110121","SPP_1","0.85",,"01/01/2012","12/31/2012"
"110122","SPP_1","0.96",,"01/01/2012","12/31/2012"
"110124","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110125","SPP_1","0.90",,"01/01/2012","12/31/2012"
"110128","SPP_1","0.95",,"01/01/2012","12/31/2012"
"110129","SPP_1","1.03",,"01/01/2012","12/31/2012"
"110130","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110132","SPP_1","0.88",,"01/01/2012","12/31/2012"
"110135","SPP_1","1.01",,"01/01/2012","12/31/2012"
"110142","SPP_1","0.86",,"01/01/2012","12/31/2012"
"110143","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110146","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110150","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110153","SPP_1","0.91",,"01/01/2012","12/31/2012"
"110161","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110164","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110165","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110168","SPP_1","0.93",,"01/01/2012","12/31/2012"
"110177","SPP_1","1.00",,"01/01/2012","12/31/2012"
"110183","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110184","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110186","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110187","SPP_1","0.89",,"01/01/2012","12/31/2012"
"110189","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110190","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110191","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110192","SPP_1","1.02",,"01/01/2012","12/31/2012"
"110194","SPP_1","0.78",,"01/01/2012","12/31/2012"
"110198","SPP_1","1.00",,"01/01/2012","12/31/2012"
"110200","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110201","SPP_1","0.99",,"01/01/2012","12/31/2012"
"110203","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"110205","SPP_1","0.98",,"01/01/2012","12/31/2012"
"110209","SPP_1","1.25",,"01/01/2012","12/31/2012"
"110215","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110225","SPP_1","0.93",,"01/01/2012","12/31/2012"
"110226","SPP_1","0.97",,"01/01/2012","12/31/2012"
"110229","SPP_1","0.94",,"01/01/2012","12/31/2012"
"110230","SPP_1","0.96",,"01/01/2012","12/31/2012"
"120001","SPP_1","0.85",,"01/01/2012","12/31/2012"
"120002","SPP_1","0.89",,"01/01/2012","12/31/2012"
"120004","SPP_1","0.90",,"01/01/2012","12/31/2012"
"120005","SPP_1","0.92",,"01/01/2012","12/31/2012"
"120006","SPP_1","0.85",,"01/01/2012","12/31/2012"
"120007","SPP_1","0.92",,"01/01/2012","12/31/2012"
"120011","SPP_1","0.82",,"01/01/2012","12/31/2012"
"120014","SPP_1","0.87",,"01/01/2012","12/31/2012"
"120019","SPP_1","0.81",,"01/01/2012","12/31/2012"
"120022","SPP_1","0.93",,"01/01/2012","12/31/2012"
"120026","SPP_1","0.90",,"01/01/2012","12/31/2012"
"120028","SPP_1","0.81",,"01/01/2012","12/31/2012"
"130002","SPP_1","0.96",,"01/01/2012","12/31/2012"
"130003","SPP_1","0.93",,"01/01/2012","12/31/2012"
"130006","SPP_1","0.96",,"01/01/2012","12/31/2012"
"130007","SPP_1","0.94",,"01/01/2012","12/31/2012"
"130013","SPP_1","0.95",,"01/01/2012","12/31/2012"
"130014","SPP_1","0.90",,"01/01/2012","12/31/2012"
"130018","SPP_1","0.96",,"01/01/2012","12/31/2012"
"130025","SPP_1","0.89",,"01/01/2012","12/31/2012"
"130028","SPP_1","0.95",,"01/01/2012","12/31/2012"
"130049","SPP_1","0.99",,"01/01/2012","12/31/2012"
"130063","SPP_1","0.83",,"01/01/2012","12/31/2012"
"130065","SPP_1","0.91",,"01/01/2012","12/31/2012"
"130066","SPP_1","0.92",,"01/01/2012","12/31/2012"
"130067","SPP_1","Not Available","1","01/01/2012","12/31/2012"
"140001","SPP_1","0.89",,"01/01/2012","12/31/2012"
"140002","SPP_1","0.90",,"01/01/2012","12/31/2012"
"140007","SPP_1","1.05",,"01/01/2012","12/31/2012"
"140008","SPP_1","1.00",,"01/01/2012","12/31/2012"
"140010","SPP_1","1.02",,"01/01/2012","12/31/2012"
"140011","SPP_1","1.03",,"01/01/2012","12/31/2012"
"140012","SPP_1","0.92",,"01/01/2012","12/31/2012"
"140013","SPP_1","0.93",,"01/01/2012","12/31/2012"
"140015","SPP_1","0.96",,"01/01/2012","12/31/2012"
"140018","SPP_1","1.01",,"01/01/2012","12/31/2012"
"140019","SPP_1","0.99",,"01/01/2012","12/31/2012"
"140026","SPP_1","0.91",,"01/01/2012","12/31/2012"
"140029","SPP_1","1.03",,"01/01/2012","12/31/2012"
"140030","SPP_1","1.05",,"01/01/2012","12/31/2012"
"140032","SPP_1","0.88",,"01/01/2012","12/31/2012"
