"prvdr_id","msr_cd","scr","footnote"
"500031","HAI_1_ELIGCASES","1.394",""
"500031","HAI_1_NUMERATOR","1",""
"500031","HAI_2_CI_UPPER",,"5"
"500031","HAI_3_PROCDAYS","6","5"
"500031","HAI_3_CI_UPPER",,"5"
"500031","HAI_4_SIR","Not Available","5"
"500031","HAI_4_NUMERATOR","0","5"
"500031","HAI_4_CI_UPPER",,"5"
"500031","HAI_4_CI_LOWER",,"5"
"500041","HAI_1_SIR","1.85",""
"500041","HAI_1_ELIGCASES","1.621",""
"500041","HAI_1_NUMERATOR","3",""
"500041","HAI_1_DEVICEDAYS","Not Available","4"
"500041","HAI_1_CI_UPPER","5.409",""
"500041","HAI_1_CI_LOWER","0.382",""
"500041","HAI_2_SIR","Not Available","5"
"500041","HAI_2_NUMERATOR","1","5"
"500041","HAI_2_DEVICEDAYS","625","5"
"500041","HAI_2_CI_UPPER",,"5"
"500041","HAI_3_SIR","Not Available","5"
"500041","HAI_3_NUMERATOR","1","5"
"500041","HAI_3_CI_UPPER",,"5"
"500041","HAI_4_SIR","Not Available","5"
"500041","HAI_4_CI_UPPER",,"5"
"500041","HAI_4_CI_LOWER",,"5"
"330286","HAI_1_CI_UPPER","1.082",""
"330286","HAI_2_SIR","2.50",""
"330286","HAI_2_NUMERATOR","5",""
"330286","HAI_3_SIR","0.00",""
"330286","HAI_3_NUMERATOR","0",""
"330286","HAI_3_CI_UPPER","2.348",""
"330286","HAI_3_CI_LOWER",,""
"330286","HAI_4_SIR","Not Available","5"
"330286","HAI_4_PROCDAYS","99","5"
"330286","HAI_4_CI_UPPER",,"5"
"330306","HAI_1_ELIGCASES","10.270",""
"330306","HAI_1_NUMERATOR","6",""
"330306","HAI_1_DEVICEDAYS","Not Available","4"
"330306","HAI_1_CI_UPPER","1.272",""
"330306","HAI_1_CI_LOWER","0.214",""
"330306","HAI_2_SIR","2.00",""
"330306","HAI_2_NUMERATOR","8",""
"330306","HAI_2_CI_UPPER","3.937",""
"330306","HAI_2_CI_LOWER","0.863",""
"330306","HAI_3_SIR","0.00",""
"330306","HAI_3_CI_UPPER","2.956",""
"330306","HAI_3_CI_LOWER",,""
"330306","HAI_4_SIR","Not Available","5"
"330306","HAI_4_ELIGCASES","0.387","5"
"330306","HAI_4_NUMERATOR","0","5"
"330306","HAI_4_CI_UPPER",,"5"
"330306","HAI_4_CI_LOWER",,"5"
"330331","HAI_1_SIR","0.64",""
"330331","HAI_1_ELIGCASES","4.653",""
"330331","HAI_1_NUMERATOR","3",""
"330331","HAI_1_DEVICEDAYS","Not Available","4"
"330331","HAI_2_ELIGCASES","1.610",""
"330331","HAI_2_DEVICEDAYS","1342",""
"330331","HAI_2_CI_LOWER","0.677",""
"330331","HAI_3_SIR","Not Available","5"
"330331","HAI_3_PROCDAYS","28","5"
"330331","HAI_3_CI_UPPER",,"5"
"330331","HAI_4_SIR","Not Available","5"
"330331","HAI_4_ELIGCASES","0.245","5"
"330396","HAI_1_SIR","0.85",""
"330396","HAI_1_ELIGCASES","5.879",""
"330396","HAI_1_DEVICEDAYS","Not Available","4"
"330396","HAI_1_CI_UPPER","1.985",""
"330396","HAI_1_CI_LOWER","0.276",""
"330396","HAI_2_SIR","0.00",""
"330396","HAI_2_ELIGCASES","1.536",""
"330396","HAI_2_DEVICEDAYS","668",""
"330396","HAI_2_CI_UPPER","2.402",""
"330396","HAI_2_CI_LOWER",,""
"330396","HAI_3_ELIGCASES","0.513","5"
"330396","HAI_3_NUMERATOR","0","5"
"330396","HAI_3_CI_UPPER",,"5"
"330396","HAI_3_CI_LOWER",,"5"
"330396","HAI_4_SIR","Not Available","5"
"330396","HAI_4_ELIGCASES","0.129","5"
"330396","HAI_4_PROCDAYS","20","5"
"330396","HAI_4_CI_UPPER",,"5"
"330396","HAI_4_CI_LOWER",,"5"
"330399","HAI_1_ELIGCASES","4.314",""
"330399","HAI_1_DEVICEDAYS","Not Available","4"
"330399","HAI_1_CI_UPPER","2.032",""
"330399","HAI_1_CI_LOWER","0.143",""
"330399","HAI_2_NUMERATOR","1",""
"330399","HAI_2_DEVICEDAYS","609",""
"330399","HAI_2_CI_UPPER","3.977",""
"330399","HAI_2_CI_LOWER","0.018",""
"330399","HAI_3_SIR","Not Available","5"
"330399","HAI_3_NUMERATOR","0","5"
"330399","HAI_3_PROCDAYS","12","5"
"330399","HAI_3_CI_UPPER",,"5"
"330399","HAI_4_ELIGCASES","0.224","5"
"330399","HAI_4_PROCDAYS","20","5"
"330399","HAI_4_CI_UPPER",,"5"
"490002","HAI_1_CI_UPPER",,"5"
"490002","HAI_2_ELIGCASES","0.204","5"
"490002","HAI_2_DEVICEDAYS","157","5"
"490002","HAI_2_CI_UPPER",,"5"
"490002","HAI_2_CI_LOWER",,"5"
"490002","HAI_3_SIR","Not Available","5"
"490002","HAI_3_PROCDAYS","3","5"
"490002","HAI_3_CI_UPPER",,"5"
"490002","HAI_3_CI_LOWER",,"5"
"490040","HAI_1_SIR","0.00",""
"490040","HAI_1_NUMERATOR","0",""
"490040","HAI_1_DEVICEDAYS","Not Available","4"
"490040","HAI_1_CI_UPPER","0.387",""
"490040","HAI_2_SIR","1.68",""
"490040","HAI_3_PROCDAYS","37",""
"490040","HAI_4_PROCDAYS","35","5"
"490040","HAI_4_CI_LOWER",,"5"
"490045","HAI_1_CI_UPPER","1.791",""
"490045","HAI_1_CI_LOWER",,""
"490045","HAI_2_SIR","Not Available","5"
"490045","HAI_2_ELIGCASES","0.653","5"
"490045","HAI_2_NUMERATOR","0","5"
"490045","HAI_3_ELIGCASES","0.501","5"
"490045","HAI_3_CI_UPPER",,"5"
"490045","HAI_3_CI_LOWER",,"5"
"490045","HAI_4_SIR","Not Available","5"
"490045","HAI_4_CI_LOWER",,"5"
"490066","HAI_1_NUMERATOR","0",""
"490066","HAI_1_DEVICEDAYS","Not Available","4"
"490066","HAI_1_CI_LOWER",,""
"490066","HAI_3_SIR","Not Available","5"
"490066","HAI_3_CI_LOWER",,"5"
"490066","HAI_4_ELIGCASES","0.275","5"
"490066","HAI_4_NUMERATOR","0","5"
"490107","HAI_1_CI_UPPER","1.023",""
"490107","HAI_1_CI_LOWER","0.005",""
"490107","HAI_4_PROCDAYS","83","5"
"490107","HAI_4_CI_UPPER",,"5"
"490107","HAI_4_CI_LOWER",,"5"
"490116","HAI_1_DEVICEDAYS","Not Available","4"
"490116","HAI_2_SIR","Not Available","5"
"490116","HAI_2_DEVICEDAYS","313","5"
"490116","HAI_3_ELIGCASES","0.186","5"
"490116","HAI_4_SIR","Not Available","5"
"490116","HAI_4_CI_UPPER",,"5"
"490116","HAI_4_CI_LOWER",,"5"
"500003","HAI_3_NUMERATOR","2","5"
"500003","HAI_3_PROCDAYS","19","5"
"500003","HAI_3_CI_LOWER",,"5"
"500003","HAI_4_CI_UPPER",,"5"
"161369","HAI_1_ELIGCASES","Not Available","5"
"161369","HAI_1_NUMERATOR","Not Available","5"
"161369","HAI_1_CI_LOWER",,"5"
"161369","HAI_2_DEVICEDAYS","Not Available","5"
"161369","HAI_2_CI_LOWER",,"5"
"161369","HAI_4_NUMERATOR","Not Available","5"
"351330","HAI_1_ELIGCASES","Not Available","5"
"351330","HAI_1_DEVICEDAYS","Not Available","4"
"351330","HAI_2_CI_UPPER",,"5"
"351330","HAI_2_CI_LOWER",,"5"
"351330","HAI_3_ELIGCASES","Not Available","5"
"351330","HAI_3_PROCDAYS","Not Available","5"
"351330","HAI_4_ELIGCASES","Not Available","5"
"351330","HAI_4_CI_UPPER",,"5"
"361330","HAI_1_SIR","Not Available","5"
"361330","HAI_1_NUMERATOR","Not Available","5"
"361330","HAI_2_SIR","Not Available","5"
"361330","HAI_2_ELIGCASES","Not Available","5"
"361330","HAI_2_DEVICEDAYS","Not Available","5"
"361330","HAI_2_CI_UPPER",,"5"
"361330","HAI_3_PROCDAYS","Not Available","5"
"361330","HAI_3_CI_UPPER",,"5"
"361330","HAI_4_PROCDAYS","Not Available","5"
"050746","HAI_2_CI_UPPER","4.510",""
"050746","HAI_2_CI_LOWER","0.318",""
"050746","HAI_3_SIR","Not Available","5"
"050746","HAI_3_ELIGCASES","0.636","5"
"050746","HAI_3_CI_LOWER",,"5"
"050746","HAI_4_ELIGCASES","0.253","5"
"050746","HAI_4_PROCDAYS","34","5"
"050746","HAI_4_CI_UPPER",,"5"
"050748","HAI_1_SIR","0.26",""
"050748","HAI_1_NUMERATOR","1",""
"050748","HAI_2_CI_LOWER",,""
"050748","HAI_3_ELIGCASES","0.902","5"
"050748","HAI_3_PROCDAYS","26","5"
"050748","HAI_3_CI_UPPER",,"5"
"050748","HAI_3_CI_LOWER",,"5"
"050748","HAI_4_PROCDAYS","13","5"
"241336","HAI_1_SIR","Not Available","5"
"241336","HAI_1_NUMERATOR","Not Available","5"
"241336","HAI_1_DEVICEDAYS","Not Available","4"
"241336","HAI_2_CI_LOWER",,"5"
"241336","HAI_3_SIR","Not Available","5"
"241336","HAI_3_CI_UPPER",,"5"
"241336","HAI_3_CI_LOWER",,"5"
"241369","HAI_2_ELIGCASES","Not Available","15"
"241369","HAI_2_NUMERATOR","Not Available","15"
"241369","HAI_2_DEVICEDAYS","0","15"
"241369","HAI_3_SIR","Not Available","5"
"241369","HAI_4_SIR","Not Available","5"
"241369","HAI_4_CI_LOWER",,"5"
"220011","HAI_1_NUMERATOR","1",""
"220011","HAI_2_SIR","Not Available","5"
"220011","HAI_2_NUMERATOR","0","5"
"220011","HAI_2_CI_UPPER",,"5"
"220011","HAI_3_ELIGCASES","0.331","5"
"220011","HAI_3_NUMERATOR","2","5"
"220011","HAI_4_SIR","Not Available","5"
"220011","HAI_4_ELIGCASES","0.058","5"
"220011","HAI_4_PROCDAYS","9","5"
"220070","HAI_1_ELIGCASES","1.813",""
"220070","HAI_1_NUMERATOR","1",""
"220070","HAI_1_DEVICEDAYS","Not Available","4"
"220070","HAI_2_ELIGCASES","0.783","5"
"220070","HAI_3_SIR","Not Available","5"
"220070","HAI_3_NUMERATOR","2","5"
"220070","HAI_3_PROCDAYS","30","5"
"220070","HAI_3_CI_LOWER",,"5"
"220070","HAI_4_SIR","Not Available","5"
"220071","HAI_1_NUMERATOR","40",""
"220071","HAI_1_CI_LOWER","0.460",""
"220071","HAI_2_NUMERATOR","42",""
"220071","HAI_2_CI_UPPER","2.634",""
"220071","HAI_4_CI_LOWER",,"5"
"250059","HAI_1_NUMERATOR","Not Available","14"
"250059","HAI_3_NUMERATOR","Not Available","5"
"250059","HAI_4_ELIGCASES","Not Available","5"
"250059","HAI_4_CI_UPPER",,"5"
"250059","HAI_4_CI_LOWER",,"5"
"250095","HAI_1_SIR","Not Available","14"
"250095","HAI_1_NUMERATOR","Not Available","14"
"250095","HAI_1_CI_LOWER",,"14"
"250095","HAI_2_ELIGCASES","0.100","5"
"250095","HAI_2_CI_LOWER",,"5"
"250095","HAI_4_CI_LOWER",,"5"
"250134","HAI_1_SIR","Not Available","15"
"250134","HAI_1_CI_LOWER",,"15"
"250134","HAI_2_DEVICEDAYS","Not Available","15"
"250134","HAI_3_ELIGCASES","Not Available","5"
"250134","HAI_3_PROCDAYS","Not Available","5"
"250134","HAI_4_PROCDAYS","Not Available","5"
"231301","HAI_1_NUMERATOR","Not Available","5"
"231301","HAI_1_CI_LOWER",,"5"
"231301","HAI_2_SIR","Not Available","5"
"231301","HAI_2_ELIGCASES","Not Available","5"
"231301","HAI_2_NUMERATOR","Not Available","5"
"231301","HAI_2_DEVICEDAYS","Not Available","5"
"231301","HAI_2_CI_LOWER",,"5"
"231301","HAI_3_PROCDAYS","Not Available","5"
"231301","HAI_3_CI_UPPER",,"5"
"231301","HAI_4_PROCDAYS","Not Available","5"
"231301","HAI_4_CI_LOWER",,"5"
"240080","HAI_1_CI_UPPER","0.574",""
"240080","HAI_2_ELIGCASES","3.597",""
"240080","HAI_2_CI_UPPER","1.549",""
"240080","HAI_3_NUMERATOR","3",""
"240080","HAI_4_SIR","1.98",""
"240080","HAI_4_NUMERATOR","2",""
"250009","HAI_1_SIR","0.32",""
"250009","HAI_1_ELIGCASES","3.086",""
"250009","HAI_1_CI_UPPER","1.805",""
"250009","HAI_2_CI_LOWER","0.017",""
"250009","HAI_3_SIR","Not Available","5"
"250009","HAI_3_NUMERATOR","1","5"
"250009","HAI_3_CI_UPPER",,"5"
"250009","HAI_3_CI_LOWER",,"5"
"250009","HAI_4_ELIGCASES","0.294","5"
"250015","HAI_1_SIR","Not Available","5"
"250015","HAI_1_DEVICEDAYS","Not Available","4"
"250015","HAI_1_CI_UPPER",,"5"
"250015","HAI_1_CI_LOWER",,"5"
"250015","HAI_2_CI_UPPER",,"5"
"250015","HAI_2_CI_LOWER",,"5"
"250015","HAI_4_SIR","Not Available","5"
"250015","HAI_4_CI_UPPER",,"5"
"250040","HAI_2_SIR","1.34",""
"250040","HAI_3_NUMERATOR","0",""
"250040","HAI_3_CI_LOWER",,""
"260097","HAI_1_DEVICEDAYS","Not Available","4"
"260097","HAI_2_ELIGCASES","0.215","5"
"260097","HAI_2_NUMERATOR","0","5"
"260097","HAI_3_ELIGCASES","0.141","5"
"260102","HAI_1_CI_LOWER",,"5"
"260102","HAI_3_CI_LOWER",,"5"
"260102","HAI_4_ELIGCASES","0.025","5"
"260102","HAI_4_PROCDAYS","3","5"
"260108","HAI_1_ELIGCASES","9.394",""
"260108","HAI_1_DEVICEDAYS","Not Available","4"
"260108","HAI_1_CI_LOWER","0.003",""
"260108","HAI_2_NUMERATOR","4",""
"260108","HAI_2_DEVICEDAYS","2005",""
"260108","HAI_4_SIR","Not Available","5"
"260108","HAI_4_CI_LOWER",,"5"
"260191","HAI_1_NUMERATOR","1",""
"260191","HAI_2_CI_LOWER",,"5"
"260191","HAI_4_ELIGCASES","0.077","5"
"270051","HAI_1_NUMERATOR","0",""
"270051","HAI_1_CI_UPPER","1.721",""
"270051","HAI_2_ELIGCASES","0.632","5"
"150100","HAI_1_SIR","0.19",""
"150100","HAI_1_ELIGCASES","10.750",""
"150100","HAI_3_SIR","0.00",""
"150100","HAI_3_PROCDAYS","55",""
"150100","HAI_4_SIR","Not Available","5"
"150100","HAI_4_NUMERATOR","0","5"
"150100","HAI_4_CI_UPPER",,"5"
"150100","HAI_4_CI_LOWER",,"5"
"150102","HAI_2_SIR","Not Available","15"
"150102","HAI_2_NUMERATOR","Not Available","15"
"150102","HAI_4_SIR","Not Available","5"
"150102","HAI_4_PROCDAYS","Not Available","5"
"150113","HAI_1_SIR","0.59",""
"150113","HAI_1_NUMERATOR","1",""
"150113","HAI_1_CI_LOWER","0.015",""
"150113","HAI_2_NUMERATOR","0","5"
"150113","HAI_2_DEVICEDAYS","461","5"
"150113","HAI_3_CI_LOWER",,"5"
"150113","HAI_4_NUMERATOR","0","5"
"150113","HAI_4_PROCDAYS","24","5"
"150128","HAI_1_NUMERATOR","3",""
"150128","HAI_1_DEVICEDAYS","Not Available","4"
"150128","HAI_1_CI_UPPER","4.801",""
"150128","HAI_1_CI_LOWER","0.339",""
"150128","HAI_3_SIR","Not Available","5"
"150128","HAI_3_NUMERATOR","0","5"
"150128","HAI_3_PROCDAYS","8","5"
"150128","HAI_4_SIR","Not Available","5"
"150128","HAI_4_ELIGCASES","0.175","5"
"150128","HAI_4_NUMERATOR","0","5"
"150150","HAI_1_NUMERATOR","1",""
"150150","HAI_2_SIR","Not Available","5"
"150150","HAI_2_CI_UPPER",,"5"
"150150","HAI_4_ELIGCASES","0.156","5"
"150150","HAI_4_CI_LOWER",,"5"
"151305","HAI_1_NUMERATOR","Not Available","15"
"151305","HAI_2_ELIGCASES","Not Available","15"
"151305","HAI_2_CI_LOWER",,"15"
"151305","HAI_3_SIR","Not Available","5"
"151305","HAI_3_ELIGCASES","0.021","5"
"151305","HAI_3_NUMERATOR","0","5"
"151305","HAI_3_CI_LOWER",,"5"
"151305","HAI_4_ELIGCASES","Not Available","5"
"151305","HAI_4_CI_UPPER",,"5"
"151305","HAI_4_CI_LOWER",,"5"
"281317","HAI_1_NUMERATOR","Not Available","5"
"281317","HAI_1_CI_UPPER",,"5"
"281317","HAI_1_CI_LOWER",,"5"
"281317","HAI_2_DEVICEDAYS","Not Available","5"
"281317","HAI_2_CI_LOWER",,"5"
"281317","HAI_3_NUMERATOR","Not Available","5"
"281317","HAI_3_CI_UPPER",,"5"
"281317","HAI_4_CI_LOWER",,"5"
"281326","HAI_1_NUMERATOR","Not Available","5"
"281326","HAI_1_DEVICEDAYS","Not Available","4"
"281326","HAI_1_CI_UPPER",,"5"
"281326","HAI_1_CI_LOWER",,"5"
"281326","HAI_2_SIR","Not Available","5"
"281326","HAI_2_NUMERATOR","Not Available","5"
"281326","HAI_2_CI_LOWER",,"5"
"281326","HAI_3_SIR","Not Available","5"
"281326","HAI_3_ELIGCASES","Not Available","5"
"281326","HAI_3_CI_UPPER",,"5"
"281326","HAI_3_CI_LOWER",,"5"
"281326","HAI_4_ELIGCASES","Not Available","5"
"281326","HAI_4_PROCDAYS","Not Available","5"
"281328","HAI_1_SIR","Not Available","5"
"281328","HAI_3_NUMERATOR","Not Available","5"
"281328","HAI_4_CI_UPPER",,"5"
"281334","HAI_1_SIR","Not Available","5"
"281334","HAI_2_NUMERATOR","Not Available","5"
"281334","HAI_2_CI_UPPER",,"5"
"281334","HAI_3_NUMERATOR","Not Available","5"
"281334","HAI_3_PROCDAYS","Not Available","5"
"281334","HAI_4_SIR","Not Available","5"
"281334","HAI_4_PROCDAYS","Not Available","5"
"281348","HAI_1_NUMERATOR","Not Available","5"
"281348","HAI_1_DEVICEDAYS","Not Available","4"
"281348","HAI_1_CI_LOWER",,"5"
"281348","HAI_2_DEVICEDAYS","Not Available","5"
"281348","HAI_3_NUMERATOR","Not Available","5"
"281348","HAI_3_CI_UPPER",,"5"
"281348","HAI_4_SIR","Not Available","5"
"281348","HAI_4_CI_UPPER",,"5"
"290001","HAI_1_CI_UPPER","1.032",""
"290001","HAI_2_NUMERATOR","16",""
"290001","HAI_2_CI_LOWER","0.870",""
"290001","HAI_3_SIR","2.07",""
"290001","HAI_3_CI_UPPER","6.051",""
"290012","HAI_1_SIR","0.00",""
"290012","HAI_1_ELIGCASES","5.703",""
"290012","HAI_2_SIR","0.84",""
"290012","HAI_2_DEVICEDAYS","987",""
"290012","HAI_2_CI_LOWER","0.021",""
"290012","HAI_3_SIR","Not Available","5"
"290012","HAI_4_SIR","Not Available","5"
"290012","HAI_4_CI_UPPER",,"5"
"290021","HAI_2_ELIGCASES","6.935",""
"290021","HAI_2_CI_LOWER","0.035",""
"290021","HAI_4_ELIGCASES","0.531","5"
"290021","HAI_4_NUMERATOR","0","5"
"290021","HAI_4_CI_UPPER",,"5"
"291302","HAI_1_ELIGCASES","Not Available","15"
"291302","HAI_1_NUMERATOR","Not Available","15"
"291302","HAI_4_ELIGCASES","Not Available","5"
"150045","HAI_1_NUMERATOR","0","5"
"150045","HAI_1_DEVICEDAYS","Not Available","4"
"150045","HAI_2_ELIGCASES","0.085","5"
"150045","HAI_3_SIR","Not Available","5"
"150045","HAI_3_PROCDAYS","6","5"
"150045","HAI_4_CI_UPPER",,"5"
"150048","HAI_2_NUMERATOR","0",""
"150048","HAI_2_DEVICEDAYS","852",""
"150048","HAI_4_SIR","Not Available","5"
"030074","HAI_1_ELIGCASES","Not Available","5"
"030074","HAI_1_NUMERATOR","Not Available","5"
"030074","HAI_3_PROCDAYS","Not Available","5"
"030074","HAI_3_CI_LOWER",,"5"
"030074","HAI_4_NUMERATOR","Not Available","5"
"030085","HAI_1_SIR","0.66",""
"030085","HAI_2_DEVICEDAYS","1677",""
"030085","HAI_2_CI_UPPER","5.205",""
"030085","HAI_3_SIR","0.69",""
"030085","HAI_3_CI_LOWER","0.018",""
"030085","HAI_4_NUMERATOR","0","5"
"030085","HAI_4_CI_UPPER",,"5"
"030105","HAI_2_CI_LOWER",,""
"030105","HAI_3_SIR","Not Available","5"
"030105","HAI_3_NUMERATOR","Not Available","5"
"030105","HAI_3_CI_LOWER",,"5"
"040002","HAI_1_SIR","Not Available","5"
"040002","HAI_1_CI_LOWER",,"5"
"040002","HAI_2_SIR","Not Available","5"
"040002","HAI_4_PROCDAYS","3","5"
"260027","HAI_1_SIR","0.41",""
"260027","HAI_1_ELIGCASES","12.063",""
"260027","HAI_2_SIR","2.53",""
"260027","HAI_3_CI_LOWER",,""
"260027","HAI_4_NUMERATOR","0","5"
"260027","HAI_4_PROCDAYS","56","5"
"260047","HAI_1_NUMERATOR","0",""
"260047","HAI_2_ELIGCASES","0.393","5"
"260047","HAI_2_CI_LOWER",,"5"
"260047","HAI_3_ELIGCASES","0.746","5"
"260047","HAI_3_NUMERATOR","0","5"
"260047","HAI_4_ELIGCASES","0.077","5"
"260047","HAI_4_NUMERATOR","0","5"
"260080","HAI_1_SIR","Not Available","15"
"260080","HAI_1_ELIGCASES","Not Available","15"
"260080","HAI_1_NUMERATOR","Not Available","15"
"260080","HAI_1_CI_LOWER",,"15"
"260080","HAI_2_NUMERATOR","Not Available","15"
"260080","HAI_3_SIR","Not Available","5"
"260080","HAI_4_ELIGCASES","Not Available","5"
"230108","HAI_1_DEVICEDAYS","Not Available","4"
"230108","HAI_2_NUMERATOR","0","5"
"230108","HAI_2_CI_LOWER",,"5"
"230108","HAI_3_NUMERATOR","0","5"
"230108","HAI_3_PROCDAYS","1","5"
"230108","HAI_4_NUMERATOR","Not Available","5"
"230117","HAI_1_SIR","0.09",""
"230117","HAI_1_ELIGCASES","11.096",""
"230117","HAI_2_DEVICEDAYS","1911",""
"230117","HAI_3_SIR","0.60",""
"230117","HAI_3_CI_LOWER","0.015",""
"230118","HAI_1_SIR","Not Available","5"
"230118","HAI_1_ELIGCASES","0.050","5"
"230118","HAI_2_ELIGCASES","0.056","5"
"230118","HAI_3_PROCDAYS","2","5"
"230118","HAI_4_NUMERATOR","0","5"
"230118","HAI_4_PROCDAYS","6","5"
"230216","HAI_2_CI_UPPER","3.671",""
"230216","HAI_2_CI_LOWER",,""
"230216","HAI_3_ELIGCASES","0.890","5"
"361308","HAI_1_ELIGCASES","0.055","5"
"361308","HAI_1_NUMERATOR","0","5"
"361308","HAI_1_DEVICEDAYS","Not Available","4"
"361308","HAI_1_CI_LOWER",,"5"
"361308","HAI_2_NUMERATOR","0","5"
"361308","HAI_3_ELIGCASES","Not Available","5"
"361308","HAI_3_CI_UPPER",,"5"
"031301","HAI_2_DEVICEDAYS","Not Available","5"
"031301","HAI_3_ELIGCASES","Not Available","5"
"031301","HAI_4_NUMERATOR","Not Available","5"
"031301","HAI_4_CI_LOWER",,"5"
"351325","HAI_2_SIR","Not Available","5"
"351325","HAI_2_NUMERATOR","Not Available","5"
"351325","HAI_3_NUMERATOR","Not Available","5"
"351325","HAI_3_CI_LOWER",,"5"
"060112","HAI_1_ELIGCASES","3.952",""
"060112","HAI_3_SIR","0.00",""
"060112","HAI_3_PROCDAYS","35",""
"060112","HAI_3_CI_UPPER","3.291",""
"060112","HAI_4_ELIGCASES","0.144","5"
"060112","HAI_4_NUMERATOR","0","5"
"060112","HAI_4_CI_UPPER",,"5"
"060112","HAI_4_CI_LOWER",,"5"
"060075","HAI_1_NUMERATOR","0","5"
"060075","HAI_1_DEVICEDAYS","Not Available","4"
"060075","HAI_1_CI_UPPER",,"5"
"060075","HAI_2_SIR","Not Available","5"
"060075","HAI_2_ELIGCASES","0.205","5"
"060075","HAI_4_SIR","Not Available","5"
"060075","HAI_4_CI_LOWER",,"5"
"140164","HAI_2_SIR","Not Available","5"
"140164","HAI_2_ELIGCASES","0.922","5"
"140164","HAI_4_NUMERATOR","0","5"
"420102","HAI_2_SIR","Not Available","15"
"420102","HAI_2_DEVICEDAYS","0","15"
"420102","HAI_3_SIR","Not Available","5"
"420102","HAI_3_PROCDAYS","0","5"
"240187","HAI_1_NUMERATOR","0","5"
"240187","HAI_2_ELIGCASES","0.074","5"
"240187","HAI_2_DEVICEDAYS","57","5"
"240187","HAI_2_CI_LOWER",,"5"
"240187","HAI_3_SIR","Not Available","5"
"240187","HAI_3_ELIGCASES","0.151","5"
"240187","HAI_3_PROCDAYS","5","5"
"240187","HAI_4_ELIGCASES","0.020","5"
"240187","HAI_4_NUMERATOR","0","5"
"240187","HAI_4_CI_UPPER",,"5"
"240187","HAI_4_CI_LOWER",,"5"
"050528","HAI_1_ELIGCASES","0.055","5"
"050528","HAI_1_CI_LOWER",,"5"
"050528","HAI_3_CI_UPPER",,"5"
"050528","HAI_4_PROCDAYS","Not Available","5"
"050528","HAI_4_CI_UPPER",,"5"
"050528","HAI_4_CI_LOWER",,"5"
"370190","HAI_1_SIR","2.81",""
"370190","HAI_2_NUMERATOR","3","5"
"370190","HAI_4_ELIGCASES","0.035","5"
"370190","HAI_4_NUMERATOR","0","5"
"360027","HAI_2_NUMERATOR","4",""
"360027","HAI_2_DEVICEDAYS","1895",""
"360027","HAI_2_CI_LOWER","0.379",""
"360027","HAI_3_ELIGCASES","1.159",""
"360027","HAI_3_CI_UPPER","3.183",""
"360027","HAI_4_SIR","Not Available","5"
"360027","HAI_4_ELIGCASES","0.304","5"
"360027","HAI_4_CI_UPPER",,"5"
"360032","HAI_1_DEVICEDAYS","Not Available","4"
"360032","HAI_1_CI_LOWER",,"5"
"360032","HAI_3_CI_UPPER",,"5"
"360032","HAI_4_NUMERATOR","Not Available","5"
"360036","HAI_1_CI_UPPER",,"5"
"360036","HAI_1_CI_LOWER",,"5"
"360036","HAI_2_NUMERATOR","1","5"
"360036","HAI_3_CI_UPPER",,"5"
"360036","HAI_3_CI_LOWER",,"5"
"360048","HAI_1_NUMERATOR","2",""
"360048","HAI_2_NUMERATOR","9",""
"360048","HAI_3_SIR","Not Available","5"
"360048","HAI_3_ELIGCASES","0.817","5"
"360048","HAI_3_CI_LOWER",,"5"
"360048","HAI_4_ELIGCASES","0.315","5"
"360048","HAI_4_NUMERATOR","0","5"
"360048","HAI_4_CI_LOWER",,"5"
"360065","HAI_1_ELIGCASES","0.512","5"
"360065","HAI_3_PROCDAYS","7","5"
"360065","HAI_3_CI_LOWER",,"5"
"360065","HAI_4_ELIGCASES","Not Available","5"
"360084","HAI_1_ELIGCASES","11.883",""
"360084","HAI_2_ELIGCASES","4.489",""
"360084","HAI_2_CI_UPPER","2.281",""
"360084","HAI_2_CI_LOWER","0.243",""
"360084","HAI_3_CI_LOWER",,""
"360084","HAI_4_PROCDAYS","57","5"
"380007","HAI_1_CI_UPPER","0.672",""
"380007","HAI_2_ELIGCASES","7.932",""
"380007","HAI_2_DEVICEDAYS","2527",""
"380007","HAI_2_CI_LOWER","0.782",""
"380007","HAI_3_NUMERATOR","0","5"
"380007","HAI_3_PROCDAYS","8","5"
"380007","HAI_4_ELIGCASES","0.282","5"
"380047","HAI_2_ELIGCASES","1.082",""
"380047","HAI_3_SIR","Not Available","5"
"380047","HAI_3_CI_LOWER",,"5"
"380047","HAI_4_ELIGCASES","0.275","5"
"041330","HAI_2_SIR","Not Available","5"
"041330","HAI_3_PROCDAYS","Not Available","5"
"041330","HAI_3_CI_UPPER",,"5"
"041330","HAI_4_SIR","Not Available","5"
"041330","HAI_4_CI_UPPER",,"5"
"041330","HAI_4_CI_LOWER",,"5"
"241380","HAI_1_SIR","Not Available","5"
"241380","HAI_2_CI_LOWER",,"5"
"241380","HAI_3_ELIGCASES","Not Available","5"
"241380","HAI_3_NUMERATOR","Not Available","5"
"241380","HAI_3_PROCDAYS","Not Available","5"
"241380","HAI_3_CI_UPPER",,"5"
"241380","HAI_4_NUMERATOR","Not Available","5"
"351307","HAI_1_CI_LOWER",,"5"
"351307","HAI_2_NUMERATOR","Not Available","5"
"351307","HAI_4_PROCDAYS","Not Available","5"
