"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL_RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"030112","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","3","Not Available","Not Available","Not Available","577","0.33","0.00","0.76","Not Available","Not Available","Not Available","Not Available","576","2.50","0.00","6.28","Not Available","Not Available","Not Available","Not Available","574","2.38","0.09","4.67","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050309","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","140","113.12","81.35","144.89","8944","0.35","0.08","0.62","Not Available","Not Available","Not Available","Not Available","2762","4.10","2.10","6.10","405","0.91","0.00","2.38","9278","2.89","1.93","3.85","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"150164","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","18","Not Available","Not Available","Not Available","1271","0.31","0.00","0.72","Not Available","Not Available","Not Available","Not Available","478","3.65","0.00","7.63","92","0.73","0.00","2.77","1265","1.96","0.22","3.70","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050036","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","104","147.21","110.13","184.29","7223","0.22","0.00","0.51","Not Available","Not Available","Not Available","Not Available","2511","1.45","0.00","3.68","351","0.42","0.00","1.95","7573","2.33","1.29","3.37","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"171348","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"271306","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"141351","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"070022","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","424","105.24","83.56","126.92","29305","0.54","0.36","0.72","Not Available","Not Available","Not Available","Not Available","9449","5.14","3.89","6.39","1049","1.99","0.87","3.11","31535","2.29","1.78","2.80","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100043","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","53","109.74","69.66","149.82","4807","0.34","0.01","0.67","Not Available","Not Available","Not Available","Not Available","1011","3.38","0.48","6.28","55","1.81","0.00","3.89","4764","1.30","0.00","2.85","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"260137","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","341","88.86","64.38","113.34","12153","0.30","0.05","0.55","Not Available","Not Available","Not Available","Not Available","4897","2.57","0.88","4.26","521","1.57","0.24","2.90","13358","1.64","0.88","2.40","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"281355","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"261309","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330046","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","249","120.87","91.72","150.02","20963","0.35","0.13","0.57","Not Available","Not Available","Not Available","Not Available","4724","7.05","5.31","8.79","517","1.29","0.00","2.70","22018","2.04","1.30","2.78","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"461305","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110091","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","49","120.23","76.68","163.78","5112","0.35","0.02","0.68","Not Available","Not Available","Not Available","Not Available","901","6.87","3.68","10.06","125","0.63","0.00","2.51","5300","1.57","0.20","2.94","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"271322","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"301306","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050002","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","46","125.40","81.54","169.26","4744","0.27","0.00","0.60","Not Available","Not Available","Not Available","Not Available","686","5.08","1.49","8.67","86","1.62","0.00","3.58","4860","3.93","2.36","5.50","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050139","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","68","84.17","45.01","123.33","7442","0.44","0.15","0.73","Not Available","Not Available","Not Available","Not Available","1652","2.97","0.40","5.54","263","1.06","0.00","2.65","7742","1.28","0.16","2.40","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"361301","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220010","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","65","103.92","62.00","145.84","8214","0.44","0.15","0.73","Not Available","Not Available","Not Available","Not Available","1222","3.16","0.12","6.20","171","0.59","0.00","2.41","8523","1.42","0.19","2.65","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110051","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","5","Not Available","Not Available","Not Available","1533","0.30","0.00","0.71","Not Available","Not Available","Not Available","Not Available","122","5.99","1.46","10.52","50","0.82","0.00","2.98","1609","2.28","0.40","4.16","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"260020","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","321","101.87","75.68","128.06","18864","0.36","0.14","0.58","Not Available","Not Available","Not Available","Not Available","6367","4.42","2.95","5.89","984","0.23","0.00","1.37","19643","1.85","1.20","2.50","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110027","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","1181","0.32","0.00","0.75","Not Available","Not Available","Not Available","Not Available","54","4.38","0.00","9.38","22","Not Available","Not Available","Not Available","1212","1.62","0.00","3.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110040","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","1097","0.32","0.00","0.75","Not Available","Not Available","Not Available","Not Available","54","4.11","0.00","8.95","9","Not Available","Not Available","Not Available","1116","1.76","0.00","3.97","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"151330","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420030","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","13","Not Available","Not Available","Not Available","3225","0.26","0.00","0.65","Not Available","Not Available","Not Available","Not Available","449","4.40","0.46","8.34","84","0.76","0.00","2.82","3325","1.55","0.00","3.24","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"491307","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330044","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","73","163.93","123.14","204.72","12666","0.27","0.02","0.52","Not Available","Not Available","Not Available","Not Available","2312","2.68","0.52","4.84","307","1.66","0.07","3.25","13273","3.98","2.98","4.98","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"361322","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"650001","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050434","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","816","0.33","0.00","0.76","Not Available","Not Available","Not Available","Not Available","29","4.53","0.00","9.61","16","Not Available","Not Available","Not Available","833","2.24","0.01","4.47","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"310032","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","102","120.12","82.08","158.16","12760","0.65","0.40","0.90","Not Available","Not Available","Not Available","Not Available","2107","5.94","3.51","8.37","377","0.96","0.00","2.47","13150","3.53","2.51","4.55","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"340119","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","35","102.11","56.07","148.15","4000","0.23","0.00","0.58","Not Available","Not Available","Not Available","Not Available","684","3.11","0.15","6.07","126","0.59","0.00","2.41","4111","1.36","0.00","2.81","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"270004","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","116","97.54","61.71","133.37","10035","0.33","0.09","0.57","Not Available","Not Available","Not Available","Not Available","3917","1.61","0.02","3.20","595","1.10","0.00","2.39","10654","0.88","0.12","1.64","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100045","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","12","Not Available","Not Available","Not Available","5497","0.20","0.00","0.53","Not Available","Not Available","Not Available","Not Available","961","3.38","0.24","6.52","150","0.62","0.00","2.48","5700","1.31","0.00","2.74","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"370091","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","338","127.71","102.48","152.94","26024","0.36","0.18","0.54","Not Available","Not Available","Not Available","Not Available","7504","3.71","2.30","5.12","1108","0.44","0.00","1.46","27231","2.38","1.79","2.97","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670071","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","4","Not Available","Not Available","Not Available","136","0.33","0.00","0.76","Not Available","Not Available","Not Available","Not Available","75","4.29","0.00","9.23","Not Available","Not Available","Not Available","Not Available","183","2.27","0.02","4.52","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450711","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","99","111.15","73.77","148.53","9170","0.27","0.00","0.56","Not Available","Not Available","Not Available","Not Available","2226","5.42","2.87","7.97","212","1.19","0.00","2.88","9642","1.45","0.35","2.55","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450867","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","40","126.08","79.51","172.65","2921","0.27","0.00","0.66","Not Available","Not Available","Not Available","Not Available","585","4.41","0.80","8.02","105","0.69","0.00","2.65","3018","2.48","0.85","4.11","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100307","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","56","129.71","85.43","173.99","5681","0.20","0.00","0.53","Not Available","Not Available","Not Available","Not Available","1607","4.51","2.18","6.84","134","1.54","0.00","3.46","5546","1.78","0.47","3.09","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"210056","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"170023","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","40","114.34","67.81","160.87","1943","0.46","0.07","0.85","Not Available","Not Available","Not Available","Not Available","768","4.96","1.65","8.27","128","1.48","0.00","3.36","2044","1.59","0.02","3.16","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
